customer_id,name_surname,age,gender,email,phone,account_type,balance,branch,credit_rating,is_active,last_transaction_date,monthly_income,credit_eligible,country,account_creation_date,tenure,num_of_products,has_credit_card,is_active_member,estimated_salary,churn
MST00024,Gülşən Bədəlova,69,Qadın,gülşən.bədəlova1@gmail.com,+994506995870,Cari,1201.19,Naxçıvan,403,False,2024-08-30,650.79,False,Azərbaycan,2023-02-06,2,1,0,0,5466.01,1
MST00025,Tural Hacıyev,47,Kişi,tural.hacıyev6@gmail.com,+994527079594,Biznes,11856.32,Zaqatala,649,False,2024-08-08,5692.74,False,Azərbaycan,2019-10-24,6,4,1,0,1705.2,0
MST00026,Kəmalə Bədəlova,38,Qadın,kəmalə.bədəlova66@gmail.com,+994519934335,Cari,3332.76,Gəncə,363,False,2024-08-03,1982.1,False,Azərbaycan,2023-06-13,2,2,1,0,5063.55,1
MST00027,Elvin Cəfərov,47,Kişi,elvin.cəfərov43@gmail.com,+994556466452,Depozit,9737.97,Qax,706,True,2024-06-17,6637.63,True,Azərbaycan,2019-04-15,6,2,1,1,11260.44,0
MST00028,Fərid Axundov,59,Kişi,fərid.axundov46@gmail.com,+994536137153,Əmanət,2042.08,Mingəçevir,500,False,2024-06-02,2211.7,False,Azərbaycan,2024-11-03,1,2,1,0,2142.86,1
MST00029,Anar Axundov,24,Kişi,anar.axundov18@gmail.com,+994517556717,Depozit,6546.69,Quba,355,False,2024-12-30,6311.74,False,Azərbaycan,2021-09-18,4,2,1,0,6027.92,0
MST00030,Kamran Mürsəlov,31,Kişi,kamran.mürsəlov54@gmail.com,+994527417778,Biznes,12957.15,Şəki,491,True,2024-05-28,5798.07,False,Azərbaycan,2021-02-22,4,1,0,1,12942.04,0
MST00031,Elvin Əlizadə,28,Kişi,elvin.əlizadə10@gmail.com,+994534784231,Biznes,12822.21,Qax,419,True,2025-03-07,5060.72,False,Azərbaycan,2017-09-23,8,4,1,1,18823.2,0
MST00032,Səbinə Əliyeva,18,Qadın,səbinə.əliyeva49@gmail.com,+994541541830,Biznes,8341.96,Zaqatala,341,False,2025-04-24,8062.57,False,Azərbaycan,2025-03-27,0,1,1,0,14000.99,1
MST00033,Nigar Əliyeva,28,Qadın,nigar.əliyeva15@gmail.com,+994553782440,Biznes,25302.42,Naxçıvan,507,False,2024-11-10,7784.87,False,Azərbaycan,2018-05-24,7,2,1,0,17548.66,0
MST00034,İlkin Nəbiyev,28,Kişi,i̇lkin.nəbiyev84@gmail.com,+994512482176,Biznes,26332.33,Qusar,770,False,2024-07-17,7544.87,True,Azərbaycan,2017-09-11,8,4,0,0,6206.8,0
MST00035,Fərid Hacıyev,34,Kişi,fərid.hacıyev86@gmail.com,+994524342642,Cari,997.95,Şəki,398,False,2024-06-06,770.82,False,Azərbaycan,2022-02-09,3,3,1,0,15241.71,0
MST00036,Aysel Hüseynova,33,Qadın,aysel.hüseynova42@gmail.com,+994514711329,Depozit,14917.29,Naxçıvan,709,False,2024-08-28,8462.18,True,Azərbaycan,2024-03-20,1,1,0,0,9106.9,1
MST00037,Ləman Axundova,52,Qadın,ləman.axundova28@gmail.com,+994559019967,Biznes,14932.78,Lənkəran,812,False,2024-05-30,8133.68,True,Azərbaycan,2024-02-10,1,1,0,0,16197.38,1
MST00038,Emil Mahmudov,52,Kişi,emil.mahmudov65@gmail.com,+994504062141,Depozit,11059.05,Quba,785,True,2024-07-30,8352.79,True,Azərbaycan,2025-08-19,0,2,1,1,18468.63,0
MST00039,Aysel Orucova,46,Qadın,aysel.orucova72@gmail.com,+994501283593,Biznes,23449.38,Bakı,495,False,2024-12-17,9503.58,False,Azərbaycan,2017-11-25,8,3,1,0,4751.7,0
MST00040,Elnur Orucov,35,Kişi,elnur.orucov12@gmail.com,+994537492582,Biznes,16866.3,Zaqatala,651,False,2024-11-10,9987.1,True,Azərbaycan,2023-04-27,2,2,1,0,15581.87,1
MST00041,Emil Mahmudov,56,Kişi,emil.mahmudov29@gmail.com,+994524463278,Cari,8541.75,Naxçıvan,829,False,2024-05-30,4696.88,True,Azərbaycan,2019-02-08,6,3,0,0,8744.92,0
MST00042,Şahin Əlizadə,39,Kişi,şahin.əlizadə73@gmail.com,+994543944677,Depozit,16522.79,Gəncə,782,True,2024-12-17,9513.92,True,Azərbaycan,2021-05-06,4,1,1,1,1985.25,0
MST00043,Emil Quliyev,74,Kişi,emil.quliyev50@gmail.com,+994521883337,Biznes,20416.81,Şəki,620,False,2024-06-30,7223.4,False,Azərbaycan,2019-10-17,6,2,0,0,11969.5,0
MST00044,Ləman Cəfərova,56,Qadın,ləman.cəfərova67@gmail.com,+994505833985,Əmanət,4067.61,Qax,572,False,2025-03-19,2893.28,False,Azərbaycan,2020-09-14,5,2,1,0,6355.38,0
MST00045,Tural Əliyev,75,Kişi,tural.əliyev32@gmail.com,+994533848928,Biznes,21009.5,Şəki,438,False,2024-07-31,8756.31,False,Azərbaycan,2023-02-21,2,2,1,0,7675.24,1
MST00046,Qurban Ələkbərov,18,Kişi,qurban.ələkbərov3@gmail.com,+994505385938,Əmanət,5328.4,Lənkəran,594,True,2024-09-26,2959.77,False,Azərbaycan,2025-08-05,0,2,0,1,14434.42,0
MST00047,Aytən Axundova,53,Qadın,aytən.axundova79@gmail.com,+994515812409,Əmanət,4463.78,Gəncə,467,False,2024-12-07,2734.63,False,Azərbaycan,2017-07-23,8,2,1,0,10061.46,0
MST00048,Murad Mahmudov,69,Kişi,murad.mahmudov26@gmail.com,+994537753332,Biznes,5201.16,Mingəçevir,494,False,2024-09-22,7402.08,False,Azərbaycan,2025-04-03,0,2,0,0,3490.47,0
MST00049,Nigar Əliyeva,42,Qadın,nigar.əliyeva39@gmail.com,+994516386544,Depozit,9331.76,Şəki,824,False,2025-02-09,5801.75,True,Azərbaycan,2022-04-27,3,2,0,0,9083.55,0
MST00050,Ləman Mürsəlova,29,Qadın,ləman.mürsəlova62@gmail.com,+994531991221,Biznes,19882.82,Quba,685,False,2024-12-07,7992.45,True,Azərbaycan,2018-05-04,7,2,0,0,16865.93,0
MST00051,Nigar Hüseynova,62,Qadın,nigar.hüseynova99@gmail.com,+994557590623,Biznes,16106.27,Naxçıvan,755,True,2024-12-01,8753.73,True,Azərbaycan,2021-05-20,4,2,0,1,14427.42,0
MST00052,Emil Nəbiyev,18,Kişi,emil.nəbiyev60@gmail.com,+994529608224,Biznes,11896.8,Şəki,548,False,2024-06-02,6280.48,False,Azərbaycan,2025-07-14,0,2,0,0,7912.49,1
MST00053,Tural Axundov,25,Kişi,tural.axundov19@gmail.com,+994502460174,Əmanət,3463.2,Zaqatala,793,True,2024-09-15,1914.32,False,Azərbaycan,2019-01-23,6,3,1,1,7272.21,0
MST00054,Aysel Qasımova,52,Qadın,aysel.qasımova56@gmail.com,+994543682515,Əmanət,6179.9,Şəki,343,True,2024-08-16,3895.45,False,Azərbaycan,2016-12-27,9,2,0,1,9420.81,0
MST00055,Rauf Məmmədov,53,Kişi,rauf.məmmədov68@gmail.com,+994517156555,Depozit,21568.63,Bakı,377,True,2024-10-24,6040.03,False,Azərbaycan,2015-05-20,10,3,0,1,1631.76,0
MST00056,Ülviyyə Əliyeva,67,Qadın,ülviyyə.əliyeva16@gmail.com,+994527928045,Əmanət,3636.04,Şəki,645,False,2025-05-08,2843.35,False,Azərbaycan,2017-04-21,8,4,1,0,9729.73,0
MST00057,Aysel Nəbiyeva,34,Qadın,aysel.nəbiyeva22@gmail.com,+994539670398,Biznes,6200.51,Zaqatala,307,False,2024-08-09,8157.73,False,Azərbaycan,2024-01-06,1,2,1,0,12946.85,1
MST00058,Ülviyyə Qasımova,18,Qadın,ülviyyə.qasımova96@gmail.com,+994558050678,Biznes,9456.9,Quba,459,False,2025-02-28,5711.02,False,Azərbaycan,2025-10-17,0,2,1,0,18051.31,1
MST00059,Kəmalə Cəfərova,37,Qadın,kəmalə.cəfərova89@gmail.com,+994557699790,Əmanət,16415.27,Zaqatala,405,True,2025-02-24,4284.68,False,Azərbaycan,2015-07-08,10,4,1,1,9206.02,0
MST00060,Elvin Qasımov,48,Kişi,elvin.qasımov20@gmail.com,+994549203777,Cari,11886.11,Quba,524,True,2025-03-26,4660.19,False,Azərbaycan,2018-11-23,7,3,1,1,19975.23,0
MST00061,Əli İsmayılov,29,Kişi,əli.i̇smayılov85@gmail.com,+994536349435,Cari,2323.84,Qax,777,True,2024-10-09,1202.57,False,Azərbaycan,2022-04-06,3,3,0,1,9876.79,0
MST00062,Fərid Hacıyev,33,Kişi,fərid.hacıyev58@gmail.com,+994546816338,Depozit,7845.11,Gəncə,321,False,2025-05-14,7654.11,False,Azərbaycan,2022-01-05,3,2,1,0,3769.1,1
MST00063,Aysel İsmayılova,45,Qadın,aysel.i̇smayılova1@gmail.com,+994544865121,Əmanət,4036.74,Mingəçevir,483,True,2024-12-01,2656.72,False,Azərbaycan,2025-09-22,0,1,0,1,3667.44,0
MST00064,Günay Nəbiyeva,33,Qadın,günay.nəbiyeva11@gmail.com,+994542209857,Depozit,10230.76,Naxçıvan,745,True,2024-07-01,7220.37,True,Azərbaycan,2017-02-28,8,2,1,1,18538.02,0
MST00065,Zəhra İsmayılova,36,Qadın,zəhra.i̇smayılova13@gmail.com,+994511520652,Cari,671.99,Şəki,714,True,2024-07-01,399.56,False,Azərbaycan,2019-06-23,6,3,1,1,10849.46,0
MST00066,Murad Bədəlov,26,Kişi,murad.bədəlov96@gmail.com,+994536371999,Depozit,24622.52,Zaqatala,735,True,2024-06-11,9182.68,True,Azərbaycan,2018-04-19,7,4,1,1,19809.03,0
MST00067,Kəmalə Hüseynova,48,Qadın,kəmalə.hüseynova28@gmail.com,+994528460630,Əmanət,4713.39,Bakı,344,True,2024-12-07,2384.12,False,Azərbaycan,2017-10-15,8,2,1,1,10260.9,0
MST00068,Şəbnəm Mürsəlova,18,Qadın,şəbnəm.mürsəlova75@gmail.com,+994522531059,Biznes,6229.65,Bakı,464,False,2024-11-26,7711.21,False,Azərbaycan,2025-04-06,0,1,1,0,2047.0,0
MST00069,Nigar İsmayılova,72,Qadın,nigar.i̇smayılova91@gmail.com,+994503331341,Cari,1985.82,Lənkəran,407,False,2025-02-11,864.99,False,Azərbaycan,2023-12-20,2,3,0,0,10223.23,1
MST00070,Fidan Orucova,48,Qadın,fidan.orucova73@gmail.com,+994527844169,Depozit,21649.8,Qax,349,False,2025-03-09,6371.35,False,Azərbaycan,2017-04-25,8,3,0,0,3419.43,1
MST00071,Günay Məmmədova,23,Qadın,günay.məmmədova12@gmail.com,+994528324823,Cari,7403.8,Quba,450,True,2024-09-23,3237.45,False,Azərbaycan,2020-11-26,5,3,0,1,19650.3,0
MST00072,Xuraman Əliyeva,36,Qadın,xuraman.əliyeva39@gmail.com,+994544764679,Biznes,6748.62,Bakı,367,True,2025-04-03,7210.56,False,Azərbaycan,2021-01-12,4,2,1,1,4958.96,0
MST00073,Zəhra Qasımova,35,Qadın,zəhra.qasımova94@gmail.com,+994519767958,Depozit,9839.72,Naxçıvan,609,False,2024-06-15,5736.21,False,Azərbaycan,2023-08-14,2,3,1,0,19783.49,0
MST00074,Fərid Orucov,33,Kişi,fərid.orucov35@gmail.com,+994504891742,Əmanət,5133.85,Qax,829,True,2025-01-10,2610.7,True,Azərbaycan,2020-12-27,5,3,0,1,1958.48,0
MST00075,Qurban Ələkbərov,61,Kişi,qurban.ələkbərov66@gmail.com,+994529855232,Depozit,13571.8,Naxçıvan,672,False,2024-12-15,7897.93,True,Azərbaycan,2018-02-10,7,4,1,0,5950.51,0
MST00076,Aysel Hacıyeva,18,Qadın,aysel.hacıyeva13@gmail.com,+994541895555,Əmanət,6136.61,Gəncə,560,False,2024-07-23,4899.14,False,Azərbaycan,2025-08-18,0,1,1,0,4991.3,1
MST00077,Lətafət Əliyeva,47,Qadın,lətafət.əliyeva22@gmail.com,+994529753432,Əmanət,2602.32,Sumqayıt,494,True,2025-03-05,1200.21,False,Azərbaycan,2019-07-09,6,4,1,1,1570.2,0
MST00078,Kəmalə İsmayılova,67,Qadın,kəmalə.i̇smayılova60@gmail.com,+994547412379,Depozit,20153.65,Gəncə,339,True,2024-08-31,9924.09,False,Azərbaycan,2019-03-25,6,2,1,1,4314.29,0
MST00079,Ləman İsmayılova,38,Qadın,ləman.i̇smayılova58@gmail.com,+994504765404,Depozit,10955.6,Naxçıvan,343,False,2024-07-09,7448.95,False,Azərbaycan,2017-10-20,8,4,0,0,1407.48,0
MST00080,Murad Mahmudov,38,Kişi,murad.mahmudov13@gmail.com,+994508564851,Biznes,28573.23,Sumqayıt,722,True,2025-05-05,9662.25,True,Azərbaycan,2015-07-15,10,2,0,1,18404.4,0
MST00081,Qurban Bədəlov,58,Kişi,qurban.bədəlov53@gmail.com,+994523656192,Biznes,16799.35,Qusar,443,True,2024-06-10,7405.56,False,Azərbaycan,2018-04-16,7,4,1,1,10024.8,0
MST00082,Əli Cəfərov,23,Kişi,əli.cəfərov62@gmail.com,+994538333554,Cari,3485.55,Şəki,511,False,2025-01-11,3907.66,False,Azərbaycan,2023-06-09,2,2,1,0,6960.39,1
MST00083,Orxan Orucov,66,Kişi,orxan.orucov66@gmail.com,+994552917361,Biznes,22280.6,Lənkəran,516,False,2024-11-05,8721.38,False,Azərbaycan,2018-06-26,7,2,0,0,16213.06,0
MST00084,Fidan Nəbiyeva,64,Qadın,fidan.nəbiyeva85@gmail.com,+994513901956,Biznes,12991.04,Zaqatala,846,True,2024-09-27,5446.94,True,Azərbaycan,2021-04-05,4,3,0,1,6695.53,0
MST00085,Aytən Nəbiyeva,19,Qadın,aytən.nəbiyeva60@gmail.com,+994513768007,Əmanət,650.9,Quba,812,False,2024-09-08,459.71,False,Azərbaycan,2024-12-04,1,1,1,0,11401.16,1
MST00086,Şahin Cəfərov,70,Kişi,şahin.cəfərov79@gmail.com,+994519706811,Biznes,11990.26,Şəki,316,True,2025-03-26,8466.26,False,Azərbaycan,2022-10-03,3,2,0,1,15339.31,0
MST00087,Anar Əlizadə,50,Kişi,anar.əlizadə38@gmail.com,+994534345486,Biznes,28697.51,Lənkəran,354,False,2024-11-01,9051.22,False,Azərbaycan,2016-06-01,9,3,1,0,8847.91,0
MST00088,Sevinc Axundova,25,Qadın,sevinc.axundova40@gmail.com,+994532892434,Biznes,13247.75,Sumqayıt,528,True,2024-10-15,8065.62,False,Azərbaycan,2023-12-08,2,2,1,1,14521.7,0
MST00089,Orxan Hacıyev,51,Kişi,orxan.hacıyev65@gmail.com,+994554732472,Cari,3548.38,Qusar,686,True,2025-05-22,1351.9,False,Azərbaycan,2020-09-20,5,4,0,1,18883.31,0
MST00090,Orxan Hüseynov,39,Kişi,orxan.hüseynov49@gmail.com,+994501986023,Depozit,6837.59,Qax,805,False,2024-05-28,5334.71,True,Azərbaycan,2017-04-17,8,3,0,0,14219.31,0
MST00091,Lətafət Orucova,26,Qadın,lətafət.orucova85@gmail.com,+994547078065,Əmanət,10733.47,Sumqayıt,649,False,2025-03-01,4860.71,False,Azərbaycan,2021-06-08,4,1,0,0,8710.77,0
MST00092,Fərid Mürsəlov,42,Kişi,fərid.mürsəlov27@gmail.com,+994522515903,Biznes,17842.25,Qusar,563,False,2024-10-24,5859.55,False,Azərbaycan,2019-07-13,6,2,1,0,2393.71,0
MST00093,Fidan Cəfərova,43,Qadın,fidan.cəfərova80@gmail.com,+994551956411,Biznes,6285.89,Sumqayıt,624,True,2025-05-15,7022.6,False,Azərbaycan,2020-04-22,5,2,1,1,2538.62,0
MST00094,Emil Axundov,42,Kişi,emil.axundov53@gmail.com,+994509705147,Biznes,8498.37,Qax,450,False,2025-03-12,5855.87,False,Azərbaycan,2025-10-20,0,1,0,0,12908.89,1
MST00095,Elvin Axundov,28,Kişi,elvin.axundov9@gmail.com,+994514681019,Əmanət,4058.96,Quba,448,False,2025-01-09,3066.19,False,Azərbaycan,2024-12-17,1,1,1,0,15802.99,0
MST00096,Fərid Vəliyev,30,Kişi,fərid.vəliyev56@gmail.com,+994558837819,Cari,1980.6,Bakı,487,True,2024-05-25,2023.37,False,Azərbaycan,2025-03-12,0,2,1,1,1837.15,0
MST00097,Aysel Orucova,71,Qadın,aysel.orucova16@gmail.com,+994516710895,Depozit,12326.43,Quba,433,False,2024-12-14,6512.4,False,Azərbaycan,2015-08-13,10,3,1,0,13948.68,0
MST00098,Kəmalə Hacıyeva,36,Qadın,kəmalə.hacıyeva62@gmail.com,+994552093781,Əmanət,1858.13,Naxçıvan,626,True,2024-10-11,1475.75,False,Azərbaycan,2015-07-18,10,4,0,1,13860.58,0
MST00099,Anar Qasımov,59,Kişi,anar.qasımov30@gmail.com,+994543367550,Biznes,16985.49,Quba,564,False,2024-06-03,9672.48,False,Azərbaycan,2020-02-05,5,3,1,0,3153.28,0
MST00100,Xuraman Əliyeva,21,Qadın,xuraman.əliyeva17@gmail.com,+994525765974,Depozit,15554.43,Naxçıvan,528,False,2025-02-01,8597.78,False,Azərbaycan,2025-07-13,0,1,0,0,16884.18,1
MST00101,Qurban Axundov,30,Kişi,qurban.axundov87@gmail.com,+994511790800,Cari,4055.39,Quba,759,True,2024-07-18,1621.69,False,Azərbaycan,2022-01-25,3,3,1,1,12835.71,0
MST00102,Ləman Hüseynova,57,Qadın,ləman.hüseynova86@gmail.com,+994555776454,Cari,5549.82,Naxçıvan,754,False,2024-12-14,3357.42,True,Azərbaycan,2018-08-22,7,3,1,0,18138.02,0
MST00103,Aysel Məmmədova,22,Qadın,aysel.məmmədova50@gmail.com,+994501274695,Biznes,11540.4,Qusar,335,False,2025-01-20,7186.98,False,Azərbaycan,2024-08-17,1,1,0,0,9435.78,1
MST00104,Cavid Orucov,54,Kişi,cavid.orucov72@gmail.com,+994552070863,Əmanət,805.03,Qusar,585,False,2025-01-26,366.45,False,Azərbaycan,2021-09-09,4,3,0,0,5315.93,0
MST00105,Ləman Axundova,53,Qadın,ləman.axundova18@gmail.com,+994546558419,Biznes,13918.8,Naxçıvan,507,False,2025-01-22,8282.67,False,Azərbaycan,2017-01-22,8,3,1,0,14543.76,0
MST00106,Sevinc İsmayılova,65,Qadın,sevinc.i̇smayılova33@gmail.com,+994517257107,Biznes,6037.19,Lənkəran,527,False,2024-08-04,5395.78,False,Azərbaycan,2022-04-03,3,3,1,0,4876.29,0
MST00107,Nicat Qasımov,48,Kişi,nicat.qasımov75@gmail.com,+994516100956,Depozit,8665.65,Qusar,841,True,2025-02-20,9636.25,True,Azərbaycan,2020-09-02,5,4,1,1,14287.35,0
MST00108,Emil Quliyev,19,Kişi,emil.quliyev21@gmail.com,+994508573337,Biznes,12934.7,Naxçıvan,448,True,2024-11-25,7435.62,False,Azərbaycan,2025-01-18,0,2,1,1,18988.31,0
MST00109,Aytən Cəfərova,29,Qadın,aytən.cəfərova71@gmail.com,+994525302243,Biznes,19135.29,Şəki,736,True,2025-03-05,6483.12,True,Azərbaycan,2016-09-05,9,2,1,1,17497.26,0
MST00110,Qurban Vəliyev,36,Kişi,qurban.vəliyev8@gmail.com,+994525931597,Əmanət,6363.45,Naxçıvan,656,False,2025-05-12,3019.19,True,Azərbaycan,2021-11-04,4,2,1,0,4159.37,0
MST00111,İlkin Qasımov,45,Kişi,i̇lkin.qasımov48@gmail.com,+994536351068,Cari,6744.71,Bakı,479,False,2024-11-29,2480.79,False,Azərbaycan,2016-03-18,9,4,0,0,17254.09,1
MST00112,Şəbnəm Hüseynova,41,Qadın,şəbnəm.hüseynova73@gmail.com,+994529353427,Biznes,21703.99,Zaqatala,720,True,2024-08-21,7705.77,True,Azərbaycan,2019-05-25,6,3,0,1,14433.61,0
MST00113,Anar Mahmudov,41,Kişi,anar.mahmudov82@gmail.com,+994519901998,Biznes,14241.59,Bakı,694,True,2024-09-13,8925.75,True,Azərbaycan,2024-05-15,1,1,0,1,6798.01,0
MST00114,Gülşən Axundova,48,Qadın,gülşən.axundova16@gmail.com,+994519395797,Biznes,4898.48,Gəncə,849,False,2024-05-26,9015.4,True,Azərbaycan,2025-04-03,0,1,0,0,16292.01,1
MST00115,Qurban Vəliyev,21,Kişi,qurban.vəliyev14@gmail.com,+994516910446,Əmanət,2478.48,Bakı,446,False,2024-11-20,1722.41,False,Azərbaycan,2025-06-19,0,2,1,0,18484.93,1
MST00116,Kənan Əliyev,52,Kişi,kənan.əliyev63@gmail.com,+994503479697,Depozit,6160.79,Naxçıvan,562,False,2024-11-25,6691.78,False,Azərbaycan,2019-01-10,6,4,1,0,18367.62,0
MST00117,Zəhra İsmayılova,19,Qadın,zəhra.i̇smayılova82@gmail.com,+994529470855,Biznes,7471.42,Qax,704,False,2025-05-18,5527.05,False,Azərbaycan,2025-03-01,0,1,1,0,16591.6,1
MST00118,Xuraman Hacıyeva,29,Qadın,xuraman.hacıyeva85@gmail.com,+994539350588,Biznes,7375.41,Şəki,710,False,2025-01-23,7151.98,True,Azərbaycan,2017-08-04,8,2,1,0,6913.93,0
MST00119,Rauf Mahmudov,43,Kişi,rauf.mahmudov69@gmail.com,+994514683109,Depozit,16543.92,Qusar,691,True,2024-06-29,9941.86,True,Azərbaycan,2015-02-01,10,2,1,1,5144.65,0
MST00120,Zəhra Rzayeva,46,Qadın,zəhra.rzayeva23@gmail.com,+994537512650,Biznes,9067.78,Quba,765,False,2025-03-03,7597.0,True,Azərbaycan,2022-10-18,3,1,1,0,3295.88,0
MST00121,Murad Məmmədov,25,Kişi,murad.məmmədov2@gmail.com,+994547970811,Əmanət,11725.09,Lənkəran,604,True,2024-06-19,4174.59,False,Azərbaycan,2018-04-14,7,3,0,1,7990.38,0
MST00122,Orxan Orucov,23,Kişi,orxan.orucov20@gmail.com,+994522232298,Biznes,9306.49,Qusar,490,True,2025-02-19,7983.6,False,Azərbaycan,2020-11-26,5,2,1,1,7093.12,0
MST00123,Tural Hacıyev,32,Kişi,tural.hacıyev74@gmail.com,+994555204441,Biznes,16456.71,Gəncə,309,True,2024-11-17,5738.14,False,Azərbaycan,2017-01-16,8,2,0,1,2370.21,0
MST00124,Ləman Hacıyeva,61,Qadın,ləman.hacıyeva58@gmail.com,+994538108773,Biznes,7955.8,Bakı,435,False,2025-02-15,6852.66,False,Azərbaycan,2021-11-13,4,2,1,0,19295.65,1
